incident_id,opened_at,resolved_at,short_description,category,priority,assignment_group,state,reopen_count
INC0673,2026-01-05 9:11,2026-01-06 0:54,Webcam not recognized by system,Hardware,2-High,Desktop Support,Resolved,0
INC0674,2026-02-13 13:19,,Cannot reach internal SharePoint site,Network,3-Moderate,Cloud Infrastructure,On Hold,0
INC0675,2026-03-29 20:34,2026-04-01 16:05,Keyboard keys unresponsive,Hardware,3-Moderate,Storage & Backup,Resolved,0
INC0676,2025-12-17 17:45,2025-12-19 1:44,Keyboard keys unresponsive,Hardware,3-Moderate,Application Support - ERP,Closed,0
INC0677,2026-03-19 3:57,2026-03-19 6:18,Excel file corrupted on save,Software,1-Critical,Security Operations,Closed,0
INC0678,2025-10-28 12:15,2025-10-29 1:48,Unable to connect to corporate WiFi,Network,2-High,Windows Server Team,Closed,0
INC0679,2026-02-16 20:06,2026-02-17 21:07,Headset microphone not working,Hardware,3-Moderate,Network Operations,Closed,0
INC0680,2026-02-28 21:29,,Guest WiFi authentication failing,Network,4-Low,Network Operations,On Hold,0
INC0681,2026-04-09 19:01,2026-04-11 8:20,Load balancer reporting unhealthy nodes,Network,4-Low,Network Operations,Closed,0
INC0682,2026-01-23 0:35,2026-01-23 8:47,Adobe Acrobat license expired error,Software,3-Moderate,Service Desk - Tier 1,Resolved,0
INC0683,2025-12-07 2:27,2025-12-09 1:40,Laptop battery draining rapidly,Hardware,3-Moderate,End User Computing,Resolved,1
INC0684,2025-11-19 13:10,2025-11-20 10:42,Laptop battery draining rapidly,Hardware,2-High,Storage & Backup,Closed,0
INC0685,2026-02-28 10:08,2026-03-04 10:33,Production DB replication lag exceeding SLA,Database,3-Moderate,Database Administration,Closed,1
INC0686,2026-01-23 5:43,2026-01-26 19:03,Failover cluster node not rejoining,Database,2-High,Storage & Backup,Closed,2
INC0687,2026-03-14 16:01,2026-03-17 2:15,Printer paper jam recurring,Hardware,3-Moderate,Desktop Support,Resolved,0
INC0688,2025-11-28 6:52,2025-11-29 14:24,Headset microphone not working,Hardware,3-Moderate,Security Operations,Resolved,0
INC0689,2026-01-01 15:08,2026-01-05 6:51,Excel file corrupted on save,Software,4-Low,Application Support - ERP,Closed,0
INC0690,2025-12-04 6:10,2025-12-12 4:02,Production DB replication lag exceeding SLA,Database,4-Low,Application Support - CRM,Closed,0
INC0691,2026-02-22 7:01,2026-02-24 19:11,Hard drive making clicking noise,Hardware,4-Low,Desktop Support,Resolved,0
INC0692,2025-11-26 12:17,,SAP GUI timeout errors,Software,1-Critical,Linux Server Team,On Hold,0
INC0693,2026-03-03 9:14,2026-03-04 18:17,Teams audio not working in meetings,Software,3-Moderate,Linux Server Team,Closed,0
INC0694,2026-04-08 21:10,2026-04-16 15:38,Index corruption detected on customer table,Database,3-Moderate,Database Administration,Resolved,0
INC0695,2026-01-01 2:05,2026-01-01 17:36,Windows update failing repeatedly,Software,2-High,Linux Server Team,Resolved,0
INC0696,2025-11-01 22:32,2025-11-04 16:11,Webcam not recognized by system,Hardware,4-Low,Desktop Support,Closed,0
INC0697,2026-02-26 12:15,,Slow query performance on reporting DB,Database,3-Moderate,Cloud Infrastructure,On Hold,3
INC0698,2025-12-15 4:35,2025-12-16 15:47,Mouse cursor freezing,Hardware,4-Low,Desktop Support,Resolved,0
INC0699,2025-11-26 21:58,2025-12-04 8:47,Scheduled maintenance plan did not run,Database,3-Moderate,Database Administration,Resolved,1
INC0700,2026-02-02 16:23,2026-02-06 12:54,Monitor flickering intermittently,Hardware,4-Low,Storage & Backup,Resolved,0
INC0701,2026-02-07 11:11,2026-02-07 21:41,Monitor flickering intermittently,Hardware,3-Moderate,Application Support - CRM,Closed,1
INC0702,2026-02-05 11:12,2026-02-06 10:45,Mouse cursor freezing,Hardware,2-High,End User Computing,Closed,0
INC0703,2026-04-17 14:33,2026-04-20 18:00,Deadlock errors on orders table,Database,3-Moderate,Service Desk - Tier 1,Closed,0
INC0704,2025-12-31 11:21,2026-01-01 22:22,VPN client disconnecting frequently,Software,3-Moderate,Application Support - ERP,Closed,0
INC0705,2025-12-01 7:36,2025-12-05 2:29,Intermittent packet loss to data center,Network,4-Low,Application Support - ERP,Closed,0
INC0706,2026-01-14 22:50,,Windows update failing repeatedly,Software,2-High,Service Desk - Tier 1,On Hold,0
INC0707,2026-01-09 17:44,2026-01-11 0:57,Printer paper jam recurring,Hardware,3-Moderate,Desktop Support,Resolved,0
INC0708,2025-11-25 20:58,,PowerBI report failing to refresh,Software,2-High,Linux Server Team,On Hold,0
INC0709,2025-12-16 12:11,2026-01-01 9:59,Failover cluster node not rejoining,Database,3-Moderate,Cloud Infrastructure,Resolved,0
INC0710,2026-01-30 11:23,2026-02-02 4:35,Failover cluster node not rejoining,Database,2-High,Linux Server Team,Closed,0
INC0711,2026-03-26 19:08,,Index corruption detected on customer table,Database,2-High,Application Support - ERP,On Hold,0
INC0712,2025-12-06 4:07,,Tablespace reaching capacity threshold,Database,3-Moderate,Application Support - CRM,On Hold,0
INC0713,2025-11-07 4:22,2025-11-07 18:22,Cannot reach internal SharePoint site,Network,3-Moderate,Application Support - ERP,Closed,0
INC0714,2026-03-13 15:45,2026-03-15 19:36,Monitor flickering intermittently,Hardware,3-Moderate,Network Operations,Closed,0
INC0715,2025-12-09 4:10,2025-12-11 23:05,Headset microphone not working,Hardware,3-Moderate,Service Desk - Tier 1,Resolved,0
INC0716,2025-12-05 10:53,2025-12-07 20:48,SAP GUI timeout errors,Software,4-Low,Application Support - ERP,Closed,0
INC0717,2026-04-05 22:54,2026-04-07 2:03,Headset microphone not working,Hardware,3-Moderate,Network Operations,Resolved,1
INC0718,2025-11-02 21:57,2025-10-30 8:16,Keyboard keys unresponsive,Hardware,4-Low,Network Operations,Resolved,0
INC0719,2025-11-21 14:20,2025-11-25 1:50,Failover cluster node not rejoining,Database,2-High,Database Administration,Closed,0
INC0720,2026-02-27 4:29,,SAP GUI timeout errors,Software,2-High,Desktop Support,On Hold,0
INC0721,2025-10-30 13:36,2025-11-02 3:41,Tablespace reaching capacity threshold,Data Base,2-High,Network Operations,Closed,0
INC0722,2026-03-20 4:19,2026-04-01 14:37,Long running query blocking transactions,Database,3-Moderate,Cloud Infrastructure,Closed,0
INC0723,2026-03-03 11:09,2026-03-04 11:55,Cannot reach internal SharePoint site,Network,4-Low,Network Operations,Closed,0
INC0724,2025-12-16 8:12,2025-12-19 7:50,Chrome browser freezing on launch,Software,3-Moderate,Application Support - CRM,Closed,0
INC0725,2026-04-06 17:59,2026-04-07 16:40,Printer paper jam recurring,Hardware,3-Moderate,End User Computing,Closed,0
INC0726,2025-12-21 6:08,2025-12-21 12:02,Windows update failing repeatedly,Software,1-Critical,Windows Server Team,Closed,0
INC0727,2025-12-09 16:57,2025-12-10 21:57,DNS resolution failures on finance subnet,Network,4-Low,Network Operations,Resolved,0
INC0728,2025-12-26 15:52,2025-12-26 21:48,Hard drive making clicking noise,Hardware,2-High,Desktop Support,Closed,1
INC0729,2025-11-08 16:31,2025-11-08 23:08,DNS resolution failures on finance subnet,Network,2-High,Network Operations,Resolved,0
INC0730,2026-03-12 14:22,2026-03-14 8:31,Webcam not recognized by system,Hardware,3-Moderate,Application Support - CRM,Closed,0
INC0731,2026-04-17 14:51,2026-04-19 8:23,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Application Support - CRM,Resolved,0
INC0732,2026-03-06 11:21,2026-03-09 14:28,Excel file corrupted on save,Software,4-Low,Desktop Support,Closed,0
INC0733,2025-12-01 22:20,2025-12-07 2:01,Index corruption detected on customer table,Database,3-Moderate,Application Support - ERP,Resolved,0
INC0734,2026-02-06 23:12,2026-02-07 7:41,Cannot reach internal SharePoint site,Network,2-High,Storage & Backup,Resolved,0
INC0735,2026-02-03 13:23,2026-02-04 6:21,Mouse cursor freezing,Hardware,2-High,Desktop Support,Resolved,0
INC0736,2026-03-31 17:48,2026-03-29 2:00,Network printer unreachable from VLAN,Network,1-Critical,Desktop Support,Resolved,0
INC0737,2026-02-17 2:26,2026-02-21 2:56,Slow query performance on reporting DB,Database,2-High,Database Administration,Resolved,0
INC0738,2025-11-26 23:54,2025-12-16 2:39,Tablespace reaching capacity threshold,Database,4-Low,Service Desk - Tier 1,Closed,0
INC0739,2025-11-19 14:51,2025-11-22 9:02,PowerBI report failing to refresh,Software,3-Moderate,Desktop Support,Closed,0
INC0740,2026-04-01 6:03,2026-04-04 1:52,Docking station not detecting external display,Hardware,3-Moderate,Desktop Support,Closed,0
INC0741,2026-02-05 1:37,2026-02-05 7:46,Headset microphone not working,Hardware,1-Critical,End User Computing,Resolved,1
INC0742,2026-03-06 3:08,2026-03-06 18:01,Slow network performance in HQ floor 3,Network,2-High,Database Administration,Closed,1
INC0743,2025-11-20 8:49,2025-11-20 12:17,Excel file corrupted on save,SW,1-Critical,Application Support - CRM,Closed,3
INC0744,2026-02-19 7:21,2026-02-20 15:29,VPN client disconnecting frequently,Software,4-Low,Desktop Support,Closed,0
INC0745,2025-12-20 7:23,2025-12-20 17:07,Adobe Acrobat license expired error,Software,2-High,End User Computing,Resolved,1
INC0746,2026-03-22 18:44,,Keyboard keys unresponsive,Hardware,4-Low,Desktop Support,On Hold,0
INC0747,2026-03-12 20:42,2026-03-13 20:50,Slow query performance on reporting DB,Database,2-High,Application Support - ERP,Closed,2
INC0748,2026-01-05 3:46,,Guest WiFi authentication failing,Network,4-Low,Application Support - ERP,On Hold,0
INC0749,2026-02-12 13:29,2026-02-28 2:10,Failover cluster node not rejoining,Database,4-Low,Service Desk - Tier 1,Closed,3
INC0750,2025-11-13 3:21,2025-11-15 17:41,Docking station not detecting external display,Hardware,3-Moderate,Database Administration,Closed,1
INC0751,2025-11-18 12:12,2025-12-08 12:25,Production DB replication lag exceeding SLA,Database,4-Low,Linux Server Team,Closed,0
INC0752,2025-11-20 6:32,2025-11-20 19:28,Keyboard keys unresponsive,Hardware,3-Moderate,Storage & Backup,Closed,0
INC0753,2026-01-10 15:50,2026-01-12 17:06,Outlook crashing on startup,Software,3-Moderate,Security Operations,Closed,0
INC0754,2026-03-03 18:34,2026-03-04 2:13,Teams audio not working in meetings,Software,1-Critical,Linux Server Team,Resolved,0
INC0755,2025-11-16 1:09,2025-11-16 13:10,PowerBI report failing to refresh,Software,2-High,Windows Server Team,Closed,0
INC0756,2026-01-04 15:07,2026-01-11 11:20,Connection pool exhaustion alerts,Database,3-Moderate,Cloud Infrastructure,Closed,0
INC0757,2026-02-15 16:44,2026-02-16 12:45,Chrome browser freezing on launch,Software,3-Moderate,Application Support - ERP,Closed,2
INC0758,2025-12-22 20:03,2025-12-26 20:12,Mouse cursor freezing,Hardware,4-Low,Desktop Support,Closed,0
INC0759,2026-01-09 20:05,2026-01-06 15:15,Firewall blocking required application port,Network,3-Moderate,Application Support - ERP,Closed,1
INC0760,2026-02-21 7:09,2026-02-23 23:45,VPN tunnel dropping every 15 minutes,Network,3-Moderate,End User Computing,Closed,0
INC0761,2026-02-20 19:35,2026-02-21 8:12,DNS resolution failures on finance subnet,Network,2-High,End User Computing,Closed,0
INC0762,2025-10-25 15:38,2025-10-30 12:39,Excel file corrupted on save,Software,4-Low,Application Support - CRM,Closed,0
INC0763,2026-01-01 7:13,2026-01-01 12:39,Teams audio not working in meetings,Software,2-High,Cloud Infrastructure,Closed,0
INC0764,2026-01-01 7:54,2026-01-05 23:56,Adobe Acrobat license expired error,Software,4-Low,Application Support - CRM,Closed,0
INC0765,2025-12-12 18:51,2025-12-13 5:35,DNS resolution failures on finance subnet,Network,3-Moderate,Linux Server Team,Closed,0
INC0766,2026-01-08 6:46,2026-01-08 15:14,SAP GUI timeout errors,Software,2-High,Windows Server Team,Closed,1
INC0767,2026-04-19 21:07,2026-04-20 18:00,Deadlock errors on orders table,Database,2-High,Linux Server Team,Closed,0
INC0768,2025-11-20 0:08,,DNS resolution failures on finance subnet,Network,3-Moderate,Network Operations,On Hold,0
INC0769,2026-01-22 16:14,2026-02-08 21:34,Database backup job failed overnight,Database,4-Low,Desktop Support,Resolved,0
INC0770,2026-01-12 6:02,2026-01-26 10:00,Failover cluster node not rejoining,Database,4-Low,End User Computing,Closed,0
INC0771,2026-03-05 12:10,2026-03-07 0:08,Outlook crashing on startup,Software,3-Moderate,Application Support - CRM,Closed,1
INC0772,2025-12-24 14:42,2025-12-26 21:42,Outlook crashing on startup,Software,3-Moderate,Desktop Support,Resolved,0
INC0773,2026-03-02 14:48,2026-03-02 23:02,VPN client disconnecting frequently,Software,3-Moderate,Windows Server Team,Resolved,0
INC0774,2026-02-05 18:56,2026-02-07 15:05,Headset microphone not working,Hard Ware,4-Low,End User Computing,Closed,0
INC0775,2026-03-07 13:03,,Firewall blocking required application port,network,3-Moderate,Windows Server Team,On Hold,0
INC0776,2026-03-20 7:32,2026-03-31 22:11,Slow query performance on reporting DB,Database,4-Low,Database Administration,Closed,1
INC0777,2026-04-16 15:43,,Long running query blocking transactions,Database,3-Moderate,End User Computing,On Hold,1
INC0778,2025-11-11 21:09,,Laptop battery draining rapidly,Hardware,1-Critical,Storage & Backup,On Hold,0
INC0779,2026-03-01 9:45,2026-03-02 8:01,Printer paper jam recurring,Hardware,3-Moderate,End User Computing,Resolved,2
INC0780,2026-03-31 1:25,2026-04-04 19:37,Load balancer reporting unhealthy nodes,Network,4-Low,Network Operations,Closed,1
INC0781,2026-03-02 11:48,,DNS resolution failures on finance subnet,Network,4-Low,Service Desk - Tier 1,On Hold,1
INC0782,2026-01-31 12:32,2026-02-05 8:37,Printer paper jam recurring,HW,4-Low,Application Support - CRM,Resolved,0
INC0783,2025-11-16 18:34,2025-11-27 2:31,Deadlock errors on orders table,Database,4-Low,Network Operations,Resolved,1
INC0784,2026-02-21 13:30,2026-02-23 20:27,Laptop will not power on,Hardware,4-Low,Database Administration,Resolved,0
INC0785,2026-02-10 18:45,,Windows update failing repeatedly,Soft-Ware,3-Moderate,Service Desk - Tier 1,On Hold,0
INC0786,2026-02-26 10:58,2026-03-09 0:52,Tablespace reaching capacity threshold,Database,4-Low,Windows Server Team,Closed,0
INC0787,2025-11-11 19:58,2025-11-12 11:49,VPN client disconnecting frequently,Software,3-Moderate,Service Desk - Tier 1,Resolved,0
INC0788,2026-03-26 5:01,2026-03-26 10:29,Guest WiFi authentication failing,Network,2-High,Security Operations,Closed,0
INC0789,2025-11-26 10:41,2025-11-29 5:39,Connection pool exhaustion alerts,Database,2-High,Application Support - CRM,Closed,0
INC0790,2025-10-27 5:21,2025-10-28 0:35,Unable to connect to corporate WiFi,Network,2-High,Network Operations,Closed,0
INC0791,2025-12-29 10:22,,PowerBI report failing to refresh,Software,3-Moderate,Windows Server Team,On Hold,0
INC0792,2025-12-10 7:31,,Database backup job failed overnight,Database,4-Low,Database Administration,On Hold,1
INC0793,2026-02-13 20:18,2026-02-14 16:11,Guest WiFi authentication failing,Network,2-High,Application Support - CRM,Resolved,0
INC0794,2026-02-09 21:04,2026-02-12 9:30,Load balancer reporting unhealthy nodes,Network,3-Moderate,Network Operations,Closed,0
INC0795,2026-01-14 3:05,2026-01-14 14:14,Intermittent packet loss to data center,Network,2-High,Desktop Support,Resolved,0
INC0796,2025-12-24 4:35,2025-12-24 19:49,Monitor flickering intermittently,Hardware,2-High,Application Support - CRM,Resolved,0
INC0797,2026-01-15 6:12,2026-01-16 2:49,Docking station not detecting external display,Hardware,3-Moderate,Network Operations,Resolved,0
INC0798,2025-10-26 21:07,2025-10-29 11:54,Teams audio not working in meetings,Software,3-Moderate,Desktop Support,Closed,2
INC0799,2026-02-24 22:52,2026-02-27 14:43,Hard drive making clicking noise,Hardware,4-Low,Storage & Backup,Closed,0
INC0800,2026-01-19 0:30,2026-01-19 4:57,Slow network performance in HQ floor 3,Network,1-Critical,Service Desk - Tier 1,Closed,0
INC0801,2026-03-12 9:15,,Webcam not recognized by system,Hardware,4-Low,Desktop Support,On Hold,0
INC0802,2026-03-05 9:26,2026-03-07 19:40,Slow network performance in HQ floor 3,Network,3-Moderate,Network Operations,Closed,0
INC0803,2026-01-20 4:59,2026-01-22 14:38,Index corruption detected on customer table,Database,2-High,Windows Server Team,Closed,0
INC0804,2025-12-24 6:12,,SAP GUI timeout errors,Software,3-Moderate,Database Administration,On Hold,0
INC0805,2025-12-08 19:33,2025-12-09 16:43,Unable to connect to corporate WiFi,Network,3-Moderate,Network Operations,Resolved,0
INC0806,2025-12-02 6:25,2025-12-06 22:36,Database backup job failed overnight,Database,2-High,Security Operations,Closed,0
INC0807,2026-04-09 6:30,,Antivirus blocking legitimate application,Software,3-Moderate,Application Support - CRM,On Hold,0
INC0808,2026-04-09 15:42,2026-04-11 5:12,Outlook crashing on startup,Software,3-Moderate,Storage & Backup,Resolved,0
INC0809,2025-11-14 17:26,2025-11-16 5:03,Mouse cursor freezing,Hardware,3-Moderate,Desktop Support,Closed,0
INC0810,2026-01-12 19:24,2026-01-13 14:42,Load balancer reporting unhealthy nodes,Network,3-Moderate,Network Operations,Resolved,0
INC0811,2025-10-29 16:19,2025-10-30 1:05,Windows update failing repeatedly,Software,2-High,Application Support - ERP,Closed,0
INC0812,2026-02-23 10:09,2026-02-24 2:05,Network printer unreachable from VLAN,Network,2-High,Network Operations,Closed,0
INC0813,2025-12-26 5:57,2025-12-26 14:46,VPN client disconnecting frequently,Software,3-Moderate,End User Computing,Closed,1
INC0814,2026-01-22 18:12,2026-01-24 4:42,Antivirus blocking legitimate application,Software,4-Low,Linux Server Team,Resolved,0
INC0815,2025-11-09 23:39,2025-11-10 19:43,PowerBI report failing to refresh,Software,2-High,Database Administration,Closed,0
INC0816,2025-12-26 13:20,2025-12-31 3:56,Slow network performance in HQ floor 3,Network,4-Low,Network Operations,Closed,0
INC0817,2025-11-19 6:03,2025-11-21 3:01,Printer paper jam recurring,Hardware,3-Moderate,Storage & Backup,Closed,0
INC0818,2026-03-03 13:26,,Scheduled maintenance plan did not run,Database,4-Low,Storage & Backup,On Hold,0
INC0819,2026-01-06 16:18,,Antivirus blocking legitimate application,Software,3-Moderate,Application Support - ERP,On Hold,3
INC0820,2026-04-02 17:31,2026-04-04 6:38,Cannot reach internal SharePoint site,Network,3-Moderate,Desktop Support,Resolved,0
INC0821,2026-02-20 21:05,,PowerBI report failing to refresh,Software,2-High,Windows Server Team,On Hold,0
INC0822,2025-12-03 22:48,2025-12-04 14:40,Unable to connect to corporate WiFi,Network,2-High,Service Desk - Tier 1,Closed,0
INC0823,2026-02-08 15:16,,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Storage & Backup,On Hold,0
INC0824,2025-11-07 10:10,2025-11-07 14:48,Windows update failing repeatedly,Software,2-High,Application Support - ERP,Resolved,2
INC0825,2025-11-25 9:38,2025-11-28 17:08,Printer paper jam recurring,Hardware,4-Low,Desktop Support,Resolved,0
INC0826,2026-02-21 18:10,2026-02-22 1:50,PowerBI report failing to refresh,Software,2-High,Application Support - ERP,Resolved,0
INC0827,2026-01-10 9:56,2026-01-10 19:38,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Application Support - CRM,Closed,0
INC0828,2026-04-15 11:53,2026-04-17 20:14,Outlook crashing on startup,Software,3-Moderate,Application Support - CRM,Resolved,0
INC0829,2026-02-25 22:39,2026-03-01 7:14,Long running query blocking transactions,Database,2-High,Cloud Infrastructure,Closed,0
INC0830,2026-01-26 22:17,2026-01-28 23:13,Laptop will not power on,Hardware,3-Moderate,Storage & Backup,Resolved,0
INC0831,2025-11-15 6:03,2025-11-15 10:41,Windows update failing repeatedly,Software,1-Critical,Service Desk - Tier 1,Resolved,0
INC0832,2026-04-05 8:42,2026-04-09 11:50,Production DB replication lag exceeding SLA,Database,2-High,Database Administration,Closed,1
INC0833,2026-01-23 5:03,2026-01-23 19:27,Teams audio not working in meetings,Software,3-Moderate,Application Support - ERP,Closed,0
INC0834,2025-12-16 18:50,2025-12-18 23:54,Headset microphone not working,Hardware,4-Low,Database Administration,Closed,1
INC0835,2025-12-15 12:27,2025-12-17 4:30,Load balancer reporting unhealthy nodes,Network,3-Moderate,Network Operations,Resolved,0
INC0836,2026-03-10 14:59,2026-03-13 1:13,Excel file corrupted on save,Software,3-Moderate,Storage & Backup,Closed,0
INC0837,2026-03-09 7:51,2026-03-16 5:12,Failover cluster node not rejoining,Database,3-Moderate,Application Support - CRM,Closed,1
INC0838,2025-11-12 9:01,2025-11-13 2:36,Printer paper jam recurring,Hard Ware,2-High,Service Desk - Tier 1,Closed,1
INC0839,2026-02-18 13:40,2026-02-28 4:32,Production DB replication lag exceeding SLA,Database,3-Moderate,Storage & Backup,Closed,0
INC0840,2025-11-30 12:49,2025-12-10 11:24,Scheduled maintenance plan did not run,Database,4-Low,Cloud Infrastructure,Resolved,0
INC0841,2026-03-29 0:54,2026-03-31 10:28,Hard drive making clicking noise,Hardware,3-Moderate,Desktop Support,Closed,0
INC0842,2026-01-28 0:07,2026-01-30 4:32,Slow query performance on reporting DB,Database,2-High,Storage & Backup,Resolved,0
INC0843,2025-12-06 12:33,2025-12-07 3:21,Teams audio not working in meetings,Software,2-High,Application Support - ERP,Closed,0
INC0844,2026-04-06 10:10,2026-04-06 14:48,Excel file corrupted on save,Software,1-Critical,Application Support - CRM,Resolved,2
INC0845,2025-11-30 16:27,2025-11-30 19:47,Unable to connect to corporate WiFi,Network,1-Critical,Network Operations,Closed,0
INC0846,2026-03-15 7:20,2026-03-15 12:37,Laptop will not power on,Hardware,1-Critical,Service Desk - Tier 1,Closed,0
INC0847,2026-04-05 18:30,2026-04-08 14:06,Chrome browser freezing on launch,Software,3-Moderate,Application Support - CRM,Closed,1
INC0848,2026-03-06 18:59,2026-03-06 20:51,Headset microphone not working,Hardware,1-Critical,End User Computing,Resolved,0
INC0849,2025-11-09 14:42,2025-11-14 3:59,Antivirus blocking legitimate application,Software,4-Low,Service Desk - Tier 1,Closed,1
INC0850,2025-11-26 19:37,2025-11-26 22:36,VPN client disconnecting frequently,Software,1-Critical,Windows Server Team,Closed,0
INC0851,2025-12-01 17:22,,Laptop battery draining rapidly,Hardware,1-Critical,Security Operations,On Hold,1
INC0852,2026-02-06 19:44,2026-02-08 13:27,PowerBI report failing to refresh,Software,3-Moderate,Service Desk - Tier 1,Closed,0
INC0853,2025-12-01 6:38,2025-12-09 7:15,Database backup job failed overnight,Database,3-Moderate,Service Desk - Tier 1,Closed,0
INC0854,2026-01-27 15:04,2026-02-07 20:10,Connection pool exhaustion alerts,Database,3-Moderate,Database Administration,Closed,0
INC0855,2025-11-27 13:29,2025-11-28 19:12,Connection pool exhaustion alerts,Database,1-Critical,Cloud Infrastructure,Closed,0
INC0856,2025-12-27 22:54,2025-12-30 14:19,Unable to connect to corporate WiFi,Network,3-Moderate,Cloud Infrastructure,Resolved,0
INC0857,2026-02-10 22:31,2026-02-15 18:42,DNS resolution failures on finance subnet,Network,4-Low,Desktop Support,Closed,0
INC0858,2025-12-27 7:00,2025-12-27 11:47,Network printer unreachable from VLAN,Network,2-High,Service Desk - Tier 1,Closed,0
INC0859,2025-10-26 2:28,2025-10-29 0:34,DNS resolution failures on finance subnet,Network,4-Low,Network Operations,Closed,0
INC0860,2025-11-04 4:27,2025-11-06 14:48,Printer paper jam recurring,Hardware,3-Moderate,Linux Server Team,Closed,0
INC0861,2026-01-29 3:28,2026-01-29 14:10,Docking station not detecting external display,Hardware,3-Moderate,End User Computing,Closed,0
INC0862,2025-11-12 22:44,2025-11-13 0:16,Intermittent packet loss to data center,Network,1-Critical,Security Operations,Closed,0
INC0863,2025-12-25 3:47,2025-12-29 17:56,Docking station not detecting external display,Hardware,4-Low,Linux Server Team,Closed,0
INC0864,2025-11-12 9:04,2025-11-13 5:14,Headset microphone not working,Hardware,2-High,Security Operations,Resolved,2
INC0865,2026-01-04 18:00,2026-01-06 7:53,Connection pool exhaustion alerts,Database,1-Critical,Application Support - CRM,Resolved,0
INC0866,2026-01-22 11:12,2026-01-23 15:29,Printer paper jam recurring,Hardware,3-Moderate,Desktop Support,Closed,0
INC0867,2026-03-06 7:57,,DNS resolution failures on finance subnet,Network,3-Moderate,Network Operations,On Hold,2
INC0868,2026-04-18 8:30,2026-04-20 18:00,Database backup job failed overnight,Database,3-Moderate,Storage & Backup,Closed,0
INC0869,2026-03-26 6:57,2026-03-29 13:35,Deadlock errors on orders table,Database,3-Moderate,Storage & Backup,Resolved,1
INC0870,2026-03-09 21:16,2026-03-10 13:22,Keyboard keys unresponsive,Hardware,3-Moderate,End User Computing,Resolved,0
INC0871,2026-02-07 21:31,2026-02-12 20:02,Long running query blocking transactions,Database,3-Moderate,End User Computing,Closed,0
INC0872,2026-03-15 13:54,2026-03-17 2:49,Network printer unreachable from VLAN,Network,4-Low,Storage & Backup,Resolved,2
INC0873,2026-03-02 14:38,2026-03-02 20:10,Monitor flickering intermittently,Hardware,1-Critical,Desktop Support,Resolved,0
INC0874,2026-04-04 15:37,2026-04-08 16:19,Laptop will not power on,Hardware,4-Low,Storage & Backup,Resolved,0
INC0875,2025-12-22 19:03,,Excel file corrupted on save,Software,2-High,Application Support - ERP,On Hold,0
INC0876,2025-12-17 18:24,,Cannot reach internal SharePoint site,Network,3-Moderate,End User Computing,On Hold,0
INC0877,2026-04-03 15:02,2026-04-03 22:25,PowerBI report failing to refresh,Software,2-High,Cloud Infrastructure,Closed,0
INC0878,2026-01-13 13:38,,Laptop battery draining rapidly,Hardware,2-High,Application Support - ERP,On Hold,1
INC0879,2025-11-15 0:57,,Firewall blocking required application port,Network,3-Moderate,Security Operations,On Hold,0
INC0880,2025-11-14 8:45,2025-11-16 6:06,Keyboard keys unresponsive,Hardware,4-Low,Application Support - ERP,Resolved,0
INC0881,2026-01-14 21:41,,Monitor flickering intermittently,Hardware,3-Moderate,End User Computing,On Hold,0
INC0882,2026-02-21 7:44,2026-02-21 16:15,DNS resolution failures on finance subnet,Network,3-Moderate,Windows Server Team,Resolved,0
INC0883,2025-11-17 8:11,2025-11-18 5:42,Outlook crashing on startup,Software,2-High,Application Support - ERP,Closed,0
INC0884,2026-02-18 20:32,2026-02-19 0:12,VPN client disconnecting frequently,Software,1-Critical,Security Operations,Resolved,1
INC0885,2026-02-15 20:08,2026-02-16 10:19,Cannot reach internal SharePoint site,Network,3-Moderate,Network Operations,Resolved,0
INC0886,2025-12-23 16:12,2025-12-24 3:09,SAP GUI timeout errors,Software,2-High,Windows Server Team,Closed,0
INC0887,2026-03-23 18:14,,Webcam not recognized by system,Hardware,3-Moderate,Service Desk - Tier 1,On Hold,0
INC0888,2026-01-13 7:34,2026-01-14 8:44,Unable to connect to corporate WiFi,Network,3-Moderate,Network Operations,Resolved,0
INC0889,2026-02-18 20:12,2026-02-17 6:33,Adobe Acrobat license expired error,Software,4-Low,Storage & Backup,Closed,0
INC0890,2025-11-30 6:47,2025-12-01 16:06,Keyboard keys unresponsive,Hardware,3-Moderate,End User Computing,Closed,0
INC0891,2026-04-04 22:13,2026-04-05 21:02,VPN client disconnecting frequently,Software,2-High,Application Support - ERP,Closed,0
INC0892,2026-02-26 23:48,2026-02-27 20:10,PowerBI report failing to refresh,Soft-Ware,2-High,Linux Server Team,Resolved,0
INC0893,2025-11-21 5:39,2025-12-15 8:45,Slow query performance on reporting DB,Data Base,4-Low,Application Support - ERP,Resolved,0
INC0894,2026-02-11 15:17,,Firewall blocking required application port,Network,2-High,Network Operations,On Hold,0
INC0895,2026-04-17 0:01,2026-04-18 8:30,Adobe Acrobat license expired error,Software,3-Moderate,Cloud Infrastructure,Closed,0
INC0896,2025-12-06 19:44,2025-12-14 12:24,Long running query blocking transactions,Database,4-Low,Network Operations,Closed,0
INC0897,2026-04-03 11:41,2026-04-07 13:34,Tablespace reaching capacity threshold,Database,2-High,Cloud Infrastructure,Closed,1
